"started_at","ended_at","duration","start_station_id","start_station_name","start_station_description","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_description","end_station_latitude","end_station_longitude"
"2020-11-01 00:05:06.370000+00:00","2020-11-01 00:15:26.410000+00:00","620","1025","Dundee Terrace","Corner of Dundee Street & Dundee Terrace","55.93970989541296","-3.2205889336679547","265","Meadows East","Between Melville Terrace and Sciennes","55.939809466328285","-3.182738850746432"
"2020-11-01 00:05:28.328000+00:00","2020-11-01 00:34:03.961000+00:00","1715","264","Pollock Halls","Pollock Halls Entrance","55.94008064125911","-3.171746866852459","260","Lauriston Place","near Chalmers Street","55.944771652335476","-3.1972658564195626"
"2020-11-01 00:10:28.312000+00:00","2020-11-01 00:12:35.447000+00:00","127","260","Lauriston Place","near Chalmers Street","55.944771652335476","-3.1972658564195626","296","Castle Terrace","Corner of Castle Terrace and Lady Lawson St","55.94676648672239","-3.2020378290551434"
"2020-11-01 00:13:12.131000+00:00","2020-11-01 00:34:36.674000+00:00","1284","1721","Tollcross","Outside Piccolinos off Lauriston Place","55.944248052468346","-3.2031045991104747","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277"
"2020-11-01 00:19:59.299000+00:00","2020-11-01 00:42:52.339000+00:00","1373","1768","Thirlestane Road","On corner with St Margaret's Place","55.935323709648124","-3.198763443819871","1052","Surgeons Hall","East side of Nicolson Street","55.94664279961712","-3.1854745859388913"
"2020-11-01 00:32:22.327000+00:00","2020-11-01 00:39:34.236000+00:00","431","249","Fountainbridge","Fountainbridge by Gardner's Crescent","55.94335692764551","-3.2092475016246453","1091","Holyrood Road","Opposite St Leonards Land","55.94955950619123","-3.180413257527789"
"2020-11-01 00:35:32.334000+00:00","2020-11-01 00:40:41.031000+00:00","308","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537","1824","Duke Street","Junction with Easter Road","55.96901164826488","-3.16739470303429"
"2020-11-01 00:43:17.362000+00:00","2020-11-01 00:55:52.332000+00:00","754","1024","Meadow Place","End of Meadow Place","55.940237631689435","-3.194640214184801","1769","Brunswick Place","Corner of Elm Row/Brunswick Street","55.96085174106396","-3.180985762469163"
"2020-11-01 00:55:33.721000+00:00","2020-11-01 01:12:37.020000+00:00","1023","1765","Haymarket Terrace","Corner of Magdala Crescent","55.946063966641006","-3.2230240243595745","1038","South Trinity Road","Corner of South Trinity Road and Ferry Road","55.97132539148155","-3.207963567424258"
"2020-11-01 00:59:21.937000+00:00","2020-11-01 01:51:51.475000+00:00","3149","1727","Causewayside","Outside National Library of Scotland","55.93650603148236","-3.1801663476151134","253","Kings Building 2","Sanderson Building","55.92320215516664","-3.1716462453634904"
